Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S5415,Ali,Williams,student4415@university.com,Male,23,Business,94.8,93.95,43.01,88.66,86.33,8.65,72.01,83.33,B,12.0,Yes,Yes,Bachelor's,Medium,4,4.5
S5416,John,Brown,student4416@university.com,Female,20,CS,67.08,55.64,41.37,86.79,82.88,3.32,74.0,98.67,B,14.1,Yes,No,None,Medium,9,8.4
S5417,Emma,Smith,student4417@university.com,Male,23,Mathematics,65.47,63.59,65.87,64.46,57.61,2.33,57.12,52.64,C,9.5,Yes,No,Master's,High,4,8.4
S5418,John,Jones,student4418@university.com,Female,21,CS,86.34,70.3,65.6,84.3,88.75,4.86,73.2,59.58,D,21.7,Yes,No,Master's,Low,9,5.9
S5419,John,Brown,student4419@university.com,Male,18,CS,65.23,93.56,51.13,77.45,55.63,1.46,50.45,82.01,A,18.2,No,Yes,High School,Medium,10,6.7
S5420,Sara,Davis,student4420@university.com,Male,18,Engineering,52.65,92.13,87.04,79.87,86.4,2.97,61.97,94.83,C,24.3,No,Yes,High School,High,9,4.8
S5421,John,Davis,student4421@university.com,Female,18,Engineering,68.68,74.46,47.76,50.04,99.55,3.85,68.45,89.88,A,7.4,Yes,Yes,None,Medium,7,8.4
S5422,Ali,Jones,student4422@university.com,Male,19,CS,86.07,53.31,94.92,62.91,97.9,2.77,55.92,73.28,B,15.0,Yes,No,PhD,High,7,6.3
S5423,Maria,Williams,student4423@university.com,Male,19,CS,66.35,64.2,75.25,96.53,90.01,4.5,90.7,87.27,B,11.0,No,No,Bachelor's,Medium,10,6.8
S5424,Maria,Davis,student4424@university.com,Female,20,Business,81.48,98.54,41.66,64.5,76.73,3.85,60.06,60.4,D,18.4,Yes,No,High School,High,1,4.6
S5425,Ahmed,Smith,student4425@university.com,Female,24,Mathematics,83.01,76.47,97.78,71.9,83.74,7.75,87.74,50.69,C,16.7,No,No,High School,Medium,2,7.1
S5426,Omar,Brown,student4426@university.com,Female,18,Engineering,86.69,86.87,58.48,59.33,86.41,9.18,73.69,78.5,C,16.2,No,Yes,PhD,High,3,7.5
S5427,Emma,Smith,student4427@university.com,Male,20,Engineering,94.86,66.99,67.0,56.93,50.42,1.01,73.99,90.66,F,12.9,No,No,Master's,High,3,5.5
S5428,Omar,Williams,student4428@university.com,Male,24,Engineering,71.63,71.92,57.06,60.43,55.12,8.23,82.26,71.67,D,23.2,Yes,No,None,Low,3,8.5
S5429,Ali,Smith,student4429@university.com,Female,18,Engineering,58.32,65.74,83.71,77.68,79.85,9.32,52.21,78.46,C,17.0,No,No,None,High,9,5.0
S5430,John,Smith,student4430@university.com,Female,19,CS,65.95,82.18,69.14,95.95,50.33,6.87,53.94,71.11,B,10.1,Yes,Yes,Bachelor's,Low,2,8.5
S5431,Maria,Johnson,student4431@university.com,Male,24,CS,71.61,91.09,47.94,66.31,95.45,9.96,66.34,75.7,D,18.7,Yes,No,PhD,High,1,7.5
S5432,Omar,Smith,student4432@university.com,Male,21,Business,85.69,70.44,46.25,66.17,74.48,3.35,70.84,94.22,F,19.9,Yes,No,PhD,High,1,8.2
S5433,Ali,Jones,student4433@university.com,Female,21,Engineering,50.66,68.85,83.52,78.21,62.89,8.3,71.5,73.91,F,5.5,No,Yes,PhD,High,6,7.5
S5434,Maria,Brown,student4434@university.com,Female,21,Engineering,65.79,60.42,54.22,67.84,69.69,6.74,83.84,50.37,B,10.1,No,Yes,Master's,High,7,6.1
S5435,John,Johnson,student4435@university.com,Female,23,CS,88.99,50.63,48.27,95.52,92.54,3.23,50.04,89.99,C,11.1,No,No,PhD,Low,2,5.7
S5436,Omar,Brown,student4436@university.com,Female,21,Business,83.54,96.35,69.97,68.89,96.36,7.05,97.96,80.89,B,11.2,Yes,Yes,Master's,High,2,7.7
S5437,Maria,Brown,student4437@university.com,Male,22,CS,86.59,58.96,88.17,74.52,55.81,5.1,58.72,86.52,F,11.0,No,No,None,High,8,5.5
S5438,Emma,Williams,student4438@university.com,Male,18,Engineering,90.59,88.04,56.73,76.67,88.9,1.89,62.43,95.05,D,11.8,No,Yes,Master's,High,7,4.3
S5439,Liam,Williams,student4439@university.com,Male,21,Engineering,89.16,82.92,56.59,89.1,78.91,1.74,95.28,64.31,C,11.6,No,No,None,High,4,5.2
S5440,Emma,Johnson,student4440@university.com,Male,24,Mathematics,84.11,87.46,90.03,78.2,79.28,7.13,50.27,75.15,B,27.1,No,Yes,Bachelor's,High,7,7.8
S5441,Ahmed,Davis,student4441@university.com,Female,22,Mathematics,71.98,96.21,48.87,61.96,88.97,7.12,99.57,80.12,C,13.0,No,No,PhD,High,4,8.0
S5442,Ahmed,Williams,student4442@university.com,Male,22,Mathematics,99.18,77.4,77.0,56.2,61.14,5.31,51.8,67.27,D,13.7,Yes,Yes,Bachelor's,Medium,5,5.4
S5443,Maria,Williams,student4443@university.com,Female,22,Business,78.45,93.88,97.3,96.89,76.55,5.01,56.03,92.3,F,11.7,Yes,Yes,PhD,Low,8,5.6
S5444,Liam,Williams,student4444@university.com,Male,20,CS,60.14,50.06,90.48,90.08,65.97,1.8,62.01,84.88,B,29.2,Yes,No,Bachelor's,Low,4,6.7
S5445,Ali,Brown,student4445@university.com,Male,24,Engineering,64.64,77.6,43.71,51.15,54.73,4.29,71.94,86.67,F,18.4,Yes,Yes,High School,High,7,5.3
S5446,Emma,Johnson,student4446@university.com,Male,20,Engineering,84.68,86.34,59.19,91.08,55.25,8.71,75.92,90.4,B,20.3,Yes,No,High School,Medium,2,7.0
S5447,Ali,Brown,student4447@university.com,Female,22,Business,96.24,56.3,48.54,79.53,56.82,8.55,55.24,62.9,C,23.4,No,Yes,Master's,Medium,2,5.4
S5448,Liam,Jones,student4448@university.com,Male,23,Engineering,58.94,84.45,96.95,75.94,80.74,6.61,53.68,87.28,A,13.3,Yes,No,Bachelor's,Low,9,4.6
S5449,Ali,Brown,student4449@university.com,Female,21,Engineering,54.12,86.71,99.16,50.61,55.29,9.97,51.59,88.69,B,29.2,No,Yes,PhD,Medium,10,4.8
S5450,Liam,Jones,student4450@university.com,Female,18,CS,94.08,89.87,54.1,89.04,78.51,8.93,62.84,92.12,B,8.8,No,No,None,Medium,8,5.3
S5451,Maria,Smith,student4451@university.com,Male,24,Mathematics,95.76,58.77,80.18,59.9,79.41,1.45,96.08,74.43,F,16.4,No,No,Master's,Low,3,4.8
S5452,Ali,Smith,student4452@university.com,Female,23,Mathematics,63.82,80.9,90.5,86.4,95.19,3.99,69.49,75.21,A,8.6,No,No,Master's,Low,7,8.9
S5453,Emma,Jones,student4453@university.com,Male,19,Business,68.86,58.26,54.02,50.79,81.32,1.32,88.2,54.91,A,24.8,Yes,No,High School,Low,1,7.3
S5454,John,Jones,student4454@university.com,Female,20,Mathematics,83.01,84.34,51.26,89.82,99.28,4.66,59.51,92.61,A,7.7,No,No,Bachelor's,High,4,4.9
S5455,Ahmed,Brown,student4455@university.com,Male,21,Mathematics,66.5,67.78,40.67,51.15,51.55,7.76,53.23,76.67,A,18.8,No,No,Bachelor's,Low,4,6.1
S5456,John,Jones,student4456@university.com,Female,21,Business,93.86,75.85,64.72,61.79,85.21,1.56,77.71,79.72,D,7.6,Yes,No,Master's,Low,8,5.3
S5457,Ali,Johnson,student4457@university.com,Female,19,Business,55.38,64.95,93.97,63.41,51.32,8.8,91.1,56.07,C,16.3,No,No,High School,Medium,4,7.4
S5458,John,Smith,student4458@university.com,Male,19,Mathematics,51.9,49.72,94.18,57.88,86.47,5.69,94.92,80.09,B,12.0,No,No,None,Medium,9,8.3
S5459,Emma,Smith,student4459@university.com,Male,24,CS,60.42,50.68,47.66,74.05,69.29,7.49,77.31,52.1,C,27.6,No,Yes,High School,Low,10,6.0
S5460,Emma,Davis,student4460@university.com,Male,21,Business,64.3,44.65,52.26,64.18,80.57,0.45,64.7,96.16,C,6.3,Yes,Yes,Bachelor's,Low,7,6.1
S5461,Ali,Jones,student4461@university.com,Male,19,Engineering,55.65,77.08,64.48,99.66,65.48,0.94,55.48,93.18,C,21.2,No,No,None,Medium,10,6.0
S5462,Maria,Williams,student4462@university.com,Female,21,Business,53.28,90.92,86.84,79.0,57.96,6.21,83.39,59.72,C,22.4,No,No,Master's,Low,5,6.2
S5463,John,Williams,student4463@university.com,Female,23,Engineering,87.78,41.25,76.71,78.32,86.18,8.38,64.02,79.69,D,27.2,Yes,Yes,None,High,8,4.2
S5464,Maria,Jones,student4464@university.com,Female,24,Business,58.21,43.97,70.83,61.04,95.23,8.74,92.2,80.13,F,26.9,Yes,Yes,Master's,Low,4,7.0
S5465,Maria,Johnson,student4465@university.com,Female,19,Business,95.7,67.45,75.52,70.43,59.18,6.88,80.26,90.17,D,29.4,Yes,No,High School,Medium,10,8.8
S5466,Liam,Williams,student4466@university.com,Male,23,Mathematics,68.4,84.26,45.77,56.2,96.04,2.01,92.94,87.85,B,11.3,No,Yes,None,High,6,7.9
S5467,Sara,Davis,student4467@university.com,Female,23,Mathematics,83.53,49.46,68.66,88.13,57.01,1.95,78.33,99.66,A,11.9,No,Yes,PhD,Low,5,8.3
S5468,Ali,Jones,student4468@university.com,Male,19,Mathematics,61.27,56.3,99.52,66.56,86.78,8.81,88.59,67.54,F,14.9,Yes,No,Bachelor's,Medium,10,5.1
S5469,Ahmed,Johnson,student4469@university.com,Female,24,CS,62.02,53.92,45.31,87.6,97.97,1.13,64.72,56.23,B,18.4,No,Yes,Master's,Medium,3,7.0
S5470,Emma,Johnson,student4470@university.com,Male,21,Mathematics,78.74,63.94,71.15,68.58,57.37,6.86,75.15,78.67,A,14.2,Yes,No,None,Medium,8,8.5
S5471,Emma,Brown,student4471@university.com,Male,22,Mathematics,78.03,53.5,57.74,99.44,71.75,5.34,50.97,88.2,D,23.5,No,Yes,None,Medium,6,4.3
S5472,Ali,Johnson,student4472@university.com,Male,21,Business,88.44,61.16,72.39,58.56,66.87,4.21,80.39,64.29,C,5.2,No,Yes,PhD,High,4,8.4
S5473,Liam,Williams,student4473@university.com,Male,18,Business,87.89,83.71,74.43,50.08,69.42,4.4,76.69,61.81,B,5.4,No,Yes,High School,Low,1,4.3
S5474,Omar,Williams,student4474@university.com,Male,19,CS,83.53,76.66,74.65,79.74,87.66,9.45,87.76,90.12,C,22.9,Yes,No,PhD,Low,10,8.9
S5475,Omar,Jones,student4475@university.com,Female,20,Engineering,72.46,44.87,91.13,97.65,83.06,8.61,86.45,87.69,C,27.1,No,No,None,Low,1,4.4
S5476,Omar,Jones,student4476@university.com,Male,24,Business,94.53,78.26,63.38,82.35,98.43,8.65,81.38,60.17,C,24.4,No,Yes,Bachelor's,Low,3,5.8
S5477,Liam,Johnson,student4477@university.com,Female,19,Business,81.13,68.62,70.98,54.29,59.27,4.07,52.83,93.46,F,7.9,No,Yes,None,Medium,8,4.3
S5478,Ahmed,Davis,student4478@university.com,Female,18,Engineering,99.51,96.07,40.66,77.02,77.16,1.07,95.15,56.74,A,28.4,No,Yes,None,High,8,4.3
S5479,Emma,Smith,student4479@university.com,Male,23,CS,90.97,57.36,87.37,95.47,72.46,9.98,50.9,55.46,C,18.0,No,No,None,Medium,2,8.3
S5480,Ali,Brown,student4480@university.com,Female,20,Business,52.22,83.57,55.57,50.33,95.94,1.45,90.16,67.56,B,23.6,No,Yes,PhD,High,1,4.3
S5481,Liam,Smith,student4481@university.com,Female,20,Mathematics,66.03,83.85,88.99,58.35,50.53,5.16,73.97,94.33,F,10.0,Yes,Yes,PhD,Low,5,8.0
S5482,Emma,Johnson,student4482@university.com,Female,21,CS,78.59,53.29,55.94,90.73,99.46,2.65,90.9,84.77,A,18.7,No,Yes,Master's,Medium,1,8.5
S5483,Maria,Johnson,student4483@university.com,Male,22,Engineering,86.07,94.19,40.65,94.7,73.99,5.11,73.25,69.74,B,13.3,Yes,Yes,Master's,Medium,8,8.7
S5484,John,Smith,student4484@university.com,Male,21,Engineering,77.52,69.47,49.29,85.36,81.28,3.05,82.35,57.86,F,29.4,Yes,Yes,Master's,Low,9,8.3
S5485,John,Brown,student4485@university.com,Male,24,Mathematics,89.31,80.73,99.14,99.58,68.0,8.97,68.16,85.67,F,16.9,No,Yes,None,High,2,8.8
S5486,Liam,Smith,student4486@university.com,Male,20,Mathematics,64.13,48.75,59.19,54.51,92.63,9.68,87.18,79.96,A,23.9,Yes,Yes,Master's,High,4,4.3
S5487,Emma,Jones,student4487@university.com,Female,20,Mathematics,59.2,55.47,46.53,77.28,78.1,4.1,62.71,99.38,C,20.1,Yes,Yes,Master's,High,6,9.0
S5488,Sara,Williams,student4488@university.com,Female,22,CS,52.7,75.17,47.13,84.25,83.14,0.7,85.97,88.28,B,7.4,No,No,High School,Medium,7,4.1
S5489,Ahmed,Davis,student4489@university.com,Female,24,Engineering,78.67,59.14,58.62,85.13,82.45,6.63,59.67,55.11,D,18.6,Yes,No,PhD,Medium,5,4.8
S5490,Omar,Jones,student4490@university.com,Female,19,Mathematics,84.43,69.98,42.26,89.67,68.2,3.77,86.11,86.41,C,18.5,No,No,Master's,Medium,1,4.4
S5491,Ahmed,Williams,student4491@university.com,Female,22,Mathematics,66.31,62.44,70.69,95.88,53.8,9.86,64.68,62.87,D,22.9,No,Yes,PhD,High,7,7.7
S5492,Ahmed,Davis,student4492@university.com,Female,23,Engineering,80.68,78.43,52.82,68.08,90.39,0.89,63.93,98.09,B,13.0,Yes,No,Bachelor's,Medium,7,4.4
S5493,Liam,Davis,student4493@university.com,Male,21,Business,52.61,69.23,71.16,52.15,64.49,1.19,90.57,50.96,D,26.5,Yes,No,High School,High,5,5.5
S5494,Maria,Davis,student4494@university.com,Female,19,CS,54.96,40.28,48.45,68.12,92.45,6.99,90.68,61.92,D,20.6,Yes,Yes,Bachelor's,Low,2,7.2
S5495,Ahmed,Johnson,student4495@university.com,Female,21,Business,85.09,78.98,65.79,83.58,80.43,7.59,84.57,74.95,A,6.0,No,No,PhD,Medium,2,6.5
S5496,John,Davis,student4496@university.com,Female,22,Mathematics,68.4,65.33,75.88,60.67,67.69,4.71,96.2,53.95,A,22.7,Yes,Yes,PhD,Medium,9,4.7
S5497,Maria,Brown,student4497@university.com,Male,19,CS,83.57,60.5,43.72,90.5,79.71,2.77,57.81,67.2,A,27.7,No,Yes,Bachelor's,Low,9,6.6
S5498,Ali,Smith,student4498@university.com,Female,22,Business,91.59,45.65,63.92,60.99,82.27,3.1,63.47,74.86,D,22.1,No,Yes,Master's,Low,4,5.7
S5499,Ahmed,Brown,student4499@university.com,Female,23,Engineering,92.63,53.22,58.15,50.5,85.33,3.38,64.7,72.35,D,14.5,No,Yes,High School,High,4,6.9
S5500,Ahmed,Smith,student4500@university.com,Male,18,Mathematics,58.61,53.43,54.42,75.4,91.12,2.25,65.26,73.03,F,19.8,No,Yes,PhD,Low,7,6.7
S5501,Ali,Jones,student4501@university.com,Female,20,CS,74.31,96.12,76.27,86.32,57.99,8.51,66.4,93.95,F,9.3,Yes,No,None,Medium,5,8.9
S5502,Ahmed,Jones,student4502@university.com,Male,24,CS,86.7,65.95,75.31,67.48,97.21,0.65,84.85,75.26,A,20.0,Yes,No,High School,Low,1,8.3
S5503,Ali,Smith,student4503@university.com,Male,19,CS,88.7,42.52,77.84,87.44,70.54,4.07,63.54,97.05,F,17.5,No,No,Bachelor's,Low,5,4.0
S5504,Maria,Brown,student4504@university.com,Female,20,CS,89.23,48.33,49.53,71.92,93.02,7.48,64.3,57.39,C,5.7,No,Yes,PhD,Medium,4,4.9
S5505,John,Smith,student4505@university.com,Female,18,Mathematics,61.41,44.74,57.14,58.59,61.02,0.04,78.52,64.01,F,13.0,No,No,PhD,High,3,8.6
S5506,Ali,Davis,student4506@university.com,Male,19,Mathematics,59.63,75.33,52.58,54.53,51.45,8.78,59.67,82.83,F,9.8,Yes,No,Bachelor's,Medium,1,6.7
S5507,Sara,Johnson,student4507@university.com,Female,20,Engineering,79.5,51.2,72.43,85.53,78.67,7.06,68.24,64.16,C,14.8,Yes,No,None,Medium,9,7.8
S5508,Liam,Jones,student4508@university.com,Female,20,Engineering,87.05,69.91,67.66,69.29,66.23,0.73,52.9,67.36,C,11.0,Yes,No,None,Low,4,6.5
S5509,Liam,Johnson,student4509@university.com,Male,19,Engineering,65.96,62.2,59.82,95.64,99.22,8.95,97.63,95.05,B,25.9,Yes,No,PhD,Low,3,7.9
S5510,Ali,Davis,student4510@university.com,Male,20,Business,55.24,88.23,87.16,77.01,55.22,4.87,65.87,76.93,D,22.4,Yes,No,Master's,Medium,8,4.7
S5511,Liam,Davis,student4511@university.com,Female,20,Engineering,85.84,59.23,45.64,67.42,52.37,6.52,92.5,66.73,D,23.5,No,No,None,Low,7,7.7
S5512,Ahmed,Jones,student4512@university.com,Male,19,Mathematics,64.98,67.5,98.49,67.45,52.25,8.82,76.5,88.84,A,14.0,Yes,Yes,None,High,6,8.3
S5513,Omar,Jones,student4513@university.com,Female,24,Business,58.32,83.28,46.99,56.57,60.84,8.81,61.41,53.53,B,5.1,Yes,No,Master's,Low,6,5.3
S5514,Omar,Davis,student4514@university.com,Female,20,Mathematics,57.39,66.0,86.38,79.69,78.96,4.09,59.67,78.18,B,10.5,Yes,Yes,None,High,2,5.8
S5515,Liam,Williams,student4515@university.com,Female,20,Business,65.75,87.59,62.09,79.11,75.28,2.38,84.75,54.98,B,23.9,Yes,Yes,Master's,Medium,9,7.0
S5516,Maria,Johnson,student4516@university.com,Female,24,Engineering,79.63,79.7,91.92,90.0,67.5,2.57,98.24,58.84,B,20.1,Yes,No,Bachelor's,Low,1,8.3
S5517,Emma,Johnson,student4517@university.com,Male,21,Engineering,67.92,64.63,44.45,60.06,54.44,7.66,59.15,53.12,F,18.5,Yes,No,High School,Low,4,8.5
S5518,Maria,Williams,student4518@university.com,Female,23,Engineering,51.03,70.24,62.48,64.54,61.69,9.29,55.77,95.08,B,12.0,No,Yes,High School,High,4,6.7
S5519,Emma,Brown,student4519@university.com,Male,21,Business,54.85,98.03,60.13,54.86,59.21,0.72,69.35,52.41,A,6.9,No,Yes,Bachelor's,High,9,7.3
S5520,Omar,Johnson,student4520@university.com,Female,18,Mathematics,64.53,79.7,99.59,64.77,87.28,0.15,69.69,75.82,D,24.6,Yes,No,None,Medium,3,8.4
S5521,Omar,Smith,student4521@university.com,Female,21,CS,82.99,94.3,99.13,71.41,89.0,8.23,90.31,61.25,B,6.0,No,No,High School,Medium,9,5.2
S5522,Ali,Davis,student4522@university.com,Male,21,Mathematics,54.93,50.73,51.39,98.2,88.85,3.87,73.44,69.18,D,6.5,No,Yes,Bachelor's,Medium,2,8.1
S5523,John,Davis,student4523@university.com,Female,18,Engineering,78.03,68.99,77.8,82.65,98.45,2.76,53.12,74.68,C,12.4,Yes,No,High School,Medium,1,5.3
S5524,Sara,Williams,student4524@university.com,Male,20,Business,55.99,94.52,72.13,89.14,94.21,1.88,96.03,72.5,A,19.3,Yes,No,None,High,7,6.9
S5525,Maria,Johnson,student4525@university.com,Male,20,Business,60.58,59.36,49.26,66.28,74.89,3.46,68.66,87.4,C,29.8,Yes,Yes,Master's,Low,2,8.7
S5526,Ahmed,Brown,student4526@university.com,Female,21,Engineering,58.61,98.06,50.07,57.23,70.75,9.71,83.43,95.59,B,7.3,No,Yes,Bachelor's,Low,1,6.6
S5527,Emma,Johnson,student4527@university.com,Female,18,Business,53.36,45.82,99.36,62.84,95.79,9.77,83.37,65.01,F,16.8,Yes,Yes,High School,Medium,9,4.5
S5528,Liam,Davis,student4528@university.com,Female,20,Engineering,83.57,94.16,67.16,62.82,80.56,3.32,52.82,51.23,F,20.0,No,Yes,None,Low,8,8.5
S5529,Ahmed,Jones,student4529@university.com,Female,22,Mathematics,73.17,66.71,47.55,79.16,64.72,9.64,50.18,94.7,A,25.6,Yes,No,High School,Medium,3,6.9
S5530,John,Smith,student4530@university.com,Male,19,Business,91.55,44.42,52.89,67.07,78.22,3.0,54.4,98.94,B,22.2,No,No,None,Low,2,4.4
S5531,Emma,Williams,student4531@university.com,Female,19,CS,54.94,92.77,56.1,92.87,99.61,8.54,97.83,71.67,B,25.2,Yes,Yes,None,Low,1,4.1
S5532,Maria,Jones,student4532@university.com,Female,23,Business,57.24,55.12,70.66,99.43,92.47,2.12,89.7,72.79,B,18.1,No,No,None,Low,10,5.3
S5533,Ali,Brown,student4533@university.com,Female,19,Engineering,65.32,41.34,60.13,67.16,64.06,8.26,56.6,57.21,B,15.8,Yes,Yes,None,Low,4,4.6
S5534,Ahmed,Jones,student4534@university.com,Female,21,CS,88.29,48.15,67.3,85.25,97.65,3.54,80.74,73.78,A,20.5,Yes,No,Bachelor's,High,6,7.1
S5535,John,Jones,student4535@university.com,Female,19,Engineering,65.29,79.55,49.99,82.87,99.07,1.96,80.6,65.17,A,27.5,Yes,No,Master's,Low,2,7.0
S5536,Maria,Brown,student4536@university.com,Male,19,Business,70.42,98.67,59.6,59.72,61.56,9.35,50.03,99.72,A,18.8,Yes,No,Bachelor's,High,6,8.2
S5537,Omar,Jones,student4537@university.com,Female,22,CS,65.08,46.69,44.22,95.9,94.78,2.14,71.45,59.24,F,20.1,Yes,Yes,High School,High,5,6.6
S5538,Omar,Williams,student4538@university.com,Male,20,CS,54.01,67.72,93.38,59.97,94.16,9.92,85.59,68.93,B,13.4,Yes,Yes,Bachelor's,High,1,5.3
S5539,Maria,Davis,student4539@university.com,Female,22,Business,96.97,50.84,51.93,86.85,51.99,1.09,59.34,80.83,C,19.9,No,Yes,Bachelor's,Low,10,4.3
S5540,Maria,Johnson,student4540@university.com,Female,21,CS,77.43,84.7,85.41,67.38,83.48,0.1,92.55,67.26,D,20.7,No,Yes,High School,Medium,7,4.1
S5541,Maria,Jones,student4541@university.com,Female,19,Mathematics,89.39,47.08,60.97,68.35,65.26,8.71,83.02,73.72,A,23.8,No,No,Master's,Medium,7,8.6
S5542,Emma,Williams,student4542@university.com,Male,24,CS,82.92,54.39,68.46,72.77,83.73,5.87,50.35,98.67,A,19.3,Yes,Yes,Bachelor's,High,5,4.7
S5543,Maria,Johnson,student4543@university.com,Female,20,CS,75.71,51.78,57.48,93.23,95.68,4.22,92.75,75.4,F,9.9,No,No,None,High,4,6.5
S5544,Ahmed,Johnson,student4544@university.com,Male,23,Mathematics,54.48,73.15,81.79,57.01,74.94,0.82,50.97,95.52,F,19.5,Yes,Yes,Bachelor's,Low,2,8.0
S5545,John,Jones,student4545@university.com,Male,23,Engineering,82.14,92.39,90.67,52.73,70.72,5.75,94.4,52.15,D,12.4,No,Yes,High School,Medium,7,8.6
S5546,Emma,Williams,student4546@university.com,Female,19,Engineering,57.77,70.67,57.18,70.1,96.08,3.94,66.69,55.99,F,7.2,Yes,No,Master's,High,8,5.0
S5547,Maria,Davis,student4547@university.com,Male,19,Mathematics,70.72,43.49,54.53,52.78,98.71,4.84,84.93,97.23,A,25.6,No,No,Bachelor's,Medium,9,5.2
S5548,Sara,Jones,student4548@university.com,Female,23,CS,81.46,73.8,80.89,84.38,53.11,6.3,89.37,56.44,B,6.7,No,Yes,Bachelor's,Medium,6,4.9
S5549,Liam,Brown,student4549@university.com,Female,23,Business,89.11,87.85,51.71,88.02,96.14,6.4,64.06,86.83,B,20.8,No,No,High School,Low,2,4.8
S5550,Sara,Johnson,student4550@university.com,Male,24,Mathematics,84.25,47.93,78.39,92.74,54.14,9.61,67.82,72.3,F,29.7,Yes,Yes,PhD,High,1,6.3
S5551,John,Jones,student4551@university.com,Female,21,Business,83.58,44.36,45.67,87.19,66.86,6.55,75.48,70.34,D,7.2,Yes,No,PhD,Low,2,7.2
S5552,Omar,Johnson,student4552@university.com,Female,19,Engineering,57.45,51.27,77.21,95.82,88.13,3.39,79.13,82.96,B,10.5,Yes,Yes,Bachelor's,Medium,3,7.5
S5553,Ali,Williams,student4553@university.com,Male,23,Mathematics,67.31,84.77,70.8,87.42,88.85,3.3,64.6,86.38,A,24.0,No,Yes,None,Medium,1,5.6
S5554,Ali,Smith,student4554@university.com,Male,24,Business,52.15,75.5,46.83,96.8,86.29,4.77,99.62,96.6,B,7.4,Yes,Yes,Bachelor's,High,5,7.1
S5555,Liam,Jones,student4555@university.com,Male,18,CS,85.97,72.44,78.95,59.66,51.96,2.59,86.85,62.84,D,25.8,Yes,No,PhD,High,7,4.0
S5556,Omar,Davis,student4556@university.com,Male,23,Mathematics,97.63,54.97,66.79,74.99,56.65,3.76,63.71,84.9,F,5.0,Yes,Yes,Bachelor's,Low,9,8.4
S5557,Emma,Jones,student4557@university.com,Male,20,Business,63.21,59.93,53.03,99.7,96.81,8.42,82.02,67.11,C,27.2,No,No,None,Low,6,8.3
S5558,Emma,Johnson,student4558@university.com,Male,20,Mathematics,54.38,97.95,61.2,84.08,54.07,8.6,71.77,85.88,B,6.7,Yes,Yes,Master's,Low,8,6.7
S5559,Emma,Williams,student4559@university.com,Female,18,Mathematics,73.78,54.44,69.53,93.93,53.93,6.28,93.02,57.11,A,28.0,Yes,Yes,Bachelor's,High,2,5.2
S5560,Ali,Brown,student4560@university.com,Male,21,Engineering,92.83,94.1,45.49,51.52,91.78,5.83,66.45,72.88,D,26.6,No,Yes,High School,High,5,8.9
S5561,Sara,Davis,student4561@university.com,Male,19,Engineering,77.6,74.83,97.46,93.59,82.06,4.27,59.39,59.18,B,18.5,No,Yes,None,High,9,8.1
S5562,Ali,Williams,student4562@university.com,Female,19,CS,52.34,47.4,79.93,84.89,67.58,6.36,52.31,66.82,C,24.4,No,Yes,Bachelor's,Medium,7,4.1
S5563,Ahmed,Jones,student4563@university.com,Female,23,Engineering,98.71,68.04,46.15,58.54,58.29,8.06,99.22,85.78,F,6.9,No,Yes,PhD,Low,7,6.3
S5564,Maria,Brown,student4564@university.com,Male,20,Engineering,91.43,96.91,89.37,51.28,94.21,7.38,67.96,61.67,B,8.4,Yes,Yes,Bachelor's,Low,3,4.5
S5565,Emma,Williams,student4565@university.com,Male,21,Engineering,56.58,65.11,59.35,63.0,99.43,0.35,61.03,84.24,D,14.2,Yes,Yes,PhD,High,3,4.7
S5566,Sara,Smith,student4566@university.com,Female,21,Business,96.09,91.8,75.81,95.79,52.5,7.31,74.59,74.8,B,18.4,Yes,No,High School,High,2,4.0
S5567,John,Davis,student4567@university.com,Male,21,Mathematics,72.53,55.39,56.63,83.41,77.71,7.2,64.58,54.6,F,26.7,No,No,Master's,Low,9,7.4
S5568,Liam,Johnson,student4568@university.com,Male,23,Engineering,68.59,74.26,84.0,95.97,63.07,0.99,61.65,69.33,D,18.6,No,No,PhD,Medium,4,5.3
S5569,John,Williams,student4569@university.com,Female,19,Business,73.05,90.63,83.38,72.31,91.62,1.5,80.82,93.46,C,21.6,Yes,No,Bachelor's,Low,9,5.5
S5570,Maria,Williams,student4570@university.com,Male,21,Mathematics,91.73,95.24,73.12,96.83,67.3,7.88,53.74,99.46,A,22.0,Yes,No,High School,High,4,4.2
S5571,Sara,Smith,student4571@university.com,Female,23,Engineering,82.97,69.15,54.46,73.15,85.73,5.59,75.45,68.45,F,26.9,Yes,No,None,Low,8,4.0
S5572,Ali,Jones,student4572@university.com,Male,23,Engineering,52.96,78.38,55.22,60.21,76.98,8.22,69.37,52.74,B,24.4,No,Yes,Bachelor's,Low,1,8.0
S5573,Ali,Davis,student4573@university.com,Female,18,Mathematics,97.88,40.18,62.97,57.57,77.08,1.85,76.63,56.51,C,29.4,No,Yes,None,Low,1,7.3
